Gene stable ID,Mouse gene stable ID,Mouse gene name,Mouse homology type,"Mouse orthology confidence [0 low, 1 high]",Gene name
ENSG00000196735,ENSMUSG00000036594,H2-Aa,ortholog_one2many,1,HLA-DQA1
ENSG00000149313,ENSMUSG00000025894,Aasdhppt,ortholog_one2one,1,AASDHPPT
ENSG00000159873,ENSMUSG00000020482,Ccdc117,ortholog_one2one,1,CCDC117
ENSG00000025434,ENSMUSG00000002108,Nr1h3,ortholog_one2one,1,NR1H3
ENSG00000204560,ENSMUSG00000024422,Dhx16,ortholog_one2one,1,DHX16
ENSG00000125538,ENSMUSG00000027398,Il1b,ortholog_one2one,1,IL1B
ENSG00000182359,ENSMUSG00000025893,Kbtbd3,ortholog_one2one,1,KBTBD3
ENSG00000169689,ENSMUSG00000025144,Cenpx,ortholog_one2one,0,CENPX
ENSG00000278023,ENSMUSG00000010362,Rdm1,ortholog_one2one,1,RDM1
ENSG00000113763,ENSMUSG00000025876,Unc5a,ortholog_one2one,1,UNC5A
ENSG00000138376,ENSMUSG00000026196,Bard1,ortholog_one2one,1,BARD1
ENSG00000213246,ENSMUSG00000020485,Supt4a,ortholog_one2one,1,SUPT4H1
ENSG00000136816,ENSMUSG00000026848,Tor1b,ortholog_one2one,1,TOR1B
ENSG00000158717,ENSMUSG00000014470,Rnf166,ortholog_one2one,1,RNF166
ENSG00000178404,ENSMUSG00000076433,Cep295nl,ortholog_one2one,0,CEP295NL
ENSG00000151353,ENSMUSG00000043061,Tmem18,ortholog_one2one,1,TMEM18
ENSG00000035862,ENSMUSG00000017466,Timp2,ortholog_one2one,1,TIMP2
ENSG00000140932,ENSMUSG00000074127,Cmtm2a,ortholog_one2many,0,CMTM2
ENSG00000140932,ENSMUSG00000035785,Cmtm2b,ortholog_one2many,0,CMTM2
ENSG00000178623,ENSMUSG00000026271,Gpr35,ortholog_one2one,1,GPR35
ENSG00000101306,ENSMUSG00000027470,Mylk2,ortholog_one2one,1,MYLK2
ENSG00000204977,ENSMUSG00000035235,Trim13,ortholog_one2one,1,TRIM13
ENSG00000135341,ENSMUSG00000028284,Map3k7,ortholog_one2one,1,MAP3K7
ENSG00000035664,ENSMUSG00000032380,Dapk2,ortholog_one2one,1,DAPK2
ENSG00000124574,ENSMUSG00000032842,Abcc10,ortholog_one2one,1,ABCC10
ENSG00000166401,ENSMUSG00000026315,Serpinb8,ortholog_one2one,1,SERPINB8
ENSG00000074964,ENSMUSG00000040964,Arhgef10l,ortholog_one2one,1,ARHGEF10L
ENSG00000164615,ENSMUSG00000021501,Caml,ortholog_one2one,1,CAMLG
ENSG00000159069,ENSMUSG00000015095,Fbxw5,ortholog_one2one,1,FBXW5
ENSG00000125304,ENSMUSG00000025544,Tm9sf2,ortholog_one2one,1,TM9SF2
ENSG00000186047,ENSMUSG00000048281,Dleu7,ortholog_one2one,1,DLEU7
ENSG00000277775,ENSMUSG00000069265,Hist1h3a,ortholog_one2many,0,HIST1H3F
ENSG00000049167,ENSMUSG00000021694,Ercc8,ortholog_one2one,1,ERCC8
ENSG00000112877,ENSMUSG00000021572,Cep72,ortholog_one2one,1,CEP72
ENSG00000099385,ENSMUSG00000030814,Bcl7c,ortholog_one2one,1,BCL7C
ENSG00000108953,ENSMUSG00000020849,Ywhae,ortholog_one2one,1,YWHAE
ENSG00000188626,ENSMUSG00000002546,Golga2,ortholog_one2many,0,GOLGA8M
ENSG00000099968,ENSMUSG00000009112,Bcl2l13,ortholog_one2one,1,BCL2L13
ENSG00000161860,ENSMUSG00000003824,Syce2,ortholog_one2one,1,SYCE2
ENSG00000174886,ENSMUSG00000002379,Ndufa11,ortholog_one2many,0,NDUFA11
ENSG00000171368,ENSMUSG00000021573,Tppp,ortholog_one2one,1,TPPP
ENSG00000105607,ENSMUSG00000003809,Gcdh,ortholog_one2one,1,GCDH
ENSG00000101421,ENSMUSG00000038467,Chmp4b,ortholog_one2one,1,CHMP4B
ENSG00000144579,ENSMUSG00000026176,Ctdsp1,ortholog_one2one,1,CTDSP1
ENSG00000142089,ENSMUSG00000059108,Ifitm6,ortholog_many2many,0,IFITM3
ENSG00000142089,ENSMUSG00000065968,Ifitm7,ortholog_many2many,0,IFITM3
ENSG00000142089,ENSMUSG00000025491,Ifitm1,ortholog_many2many,0,IFITM3
ENSG00000142089,ENSMUSG00000060591,Ifitm2,ortholog_many2many,0,IFITM3
ENSG00000142089,ENSMUSG00000025492,Ifitm3,ortholog_many2many,1,IFITM3
ENSG00000171811,ENSMUSG00000049571,Cfap46,ortholog_one2one,0,CFAP46
ENSG00000156475,ENSMUSG00000024500,Ppp2r2b,ortholog_one2one,1,PPP2R2B
ENSG00000077458,ENSMUSG00000037808,Fam76b,ortholog_one2one,1,FAM76B
ENSG00000119414,ENSMUSG00000026753,Ppp6c,ortholog_one2one,1,PPP6C
ENSG00000123594,ENSMUSG00000021189,Atxn3,ortholog_one2many,0,ATXN3L
ENSG00000267740,ENSMUSG00000002379,Ndufa11,ortholog_one2many,0,AC024592.3
ENSG00000165434,ENSMUSG00000030729,Pgm2l1,ortholog_one2one,1,PGM2L1
ENSG00000118276,ENSMUSG00000056124,B4galt6,ortholog_one2one,1,B4GALT6
ENSG00000157796,ENSMUSG00000037890,Wdr19,ortholog_one2one,1,WDR19
ENSG00000261649,ENSMUSG00000002546,Golga2,ortholog_one2many,0,GOLGA6L7
ENSG00000099804,ENSMUSG00000020870,Cdc34b,ortholog_one2many,0,CDC34
ENSG00000099804,ENSMUSG00000020307,Cdc34,ortholog_one2many,1,CDC34
ENSG00000171462,ENSMUSG00000047428,Dlk2,ortholog_one2one,1,DLK2
ENSG00000187258,ENSMUSG00000043659,Npsr1,ortholog_one2one,1,NPSR1
ENSG00000127824,ENSMUSG00000026202,Tuba4a,ortholog_one2one,1,TUBA4A
ENSG00000101004,ENSMUSG00000068115,Ninl,ortholog_one2one,1,NINL
ENSG00000161594,ENSMUSG00000001558,Klhl10,ortholog_one2one,1,KLHL10
ENSG00000213626,ENSMUSG00000024063,Lbh,ortholog_one2one,1,LBH
ENSG00000281883,ENSMUSG00000044350,Lacc1,ortholog_one2many,0,AL512506.3
ENSG00000175538,ENSMUSG00000035165,Kcne3,ortholog_one2one,1,KCNE3
ENSG00000151773,ENSMUSG00000034795,Ccdc122,ortholog_one2one,1,CCDC122
ENSG00000096968,ENSMUSG00000024789,Jak2,ortholog_one2one,1,JAK2
ENSG00000141698,ENSMUSG00000017176,Nt5c3b,ortholog_one2one,1,NT5C3B
ENSG00000244242,ENSMUSG00000045777,Ifitm10,ortholog_one2one,1,IFITM10
ENSG00000179630,ENSMUSG00000044350,Lacc1,ortholog_one2many,1,LACC1
ENSG00000187555,ENSMUSG00000022710,Usp7,ortholog_one2one,1,USP7
ENSG00000125977,ENSMUSG00000074656,Eif2s2,ortholog_one2one,1,EIF2S2
ENSG00000250644,ENSMUSG00000110040,Gm49369,ortholog_many2many,0,AC068580.4
ENSG00000250644,ENSMUSG00000007891,Ctsd,ortholog_many2many,1,AC068580.4
ENSG00000163516,ENSMUSG00000026199,Ankzf1,ortholog_one2one,1,ANKZF1
ENSG00000132463,ENSMUSG00000044221,Grsf1,ortholog_one2one,1,GRSF1
ENSG00000105676,ENSMUSG00000002343,Armc6,ortholog_one2one,1,ARMC6
ENSG00000105552,ENSMUSG00000030826,Bcat2,ortholog_one2one,1,BCAT2
ENSG00000164172,ENSMUSG00000015536,Mocs2,ortholog_one2one,1,MOCS2
ENSG00000186143,ENSMUSG00000042888,Prr30,ortholog_one2one,1,PRR30
ENSG00000117984,ENSMUSG00000110040,Gm49369,ortholog_many2many,0,CTSD
ENSG00000117984,ENSMUSG00000007891,Ctsd,ortholog_many2many,1,CTSD
ENSG00000068400,ENSMUSG00000031153,Gripap1,ortholog_one2one,1,GRIPAP1
ENSG00000166037,ENSMUSG00000031922,Cep57,ortholog_one2one,1,CEP57
ENSG00000062038,ENSMUSG00000061048,Cdh3,ortholog_one2one,1,CDH3
ENSG00000107862,ENSMUSG00000025224,Gbf1,ortholog_one2one,1,GBF1
ENSG00000125970,ENSMUSG00000027593,Raly,ortholog_one2one,1,RALY
ENSG00000136813,ENSMUSG00000050812,AI314180,ortholog_one2one,1,ECPAS
ENSG00000163792,ENSMUSG00000006642,Tcf23,ortholog_one2one,1,TCF23
ENSG00000157343,ENSMUSG00000024223,Armc12,ortholog_one2one,1,ARMC12
ENSG00000130701,ENSMUSG00000038980,Rbbp8nl,ortholog_one2one,1,RBBP8NL
ENSG00000187626,ENSMUSG00000054931,Zkscan4,ortholog_many2many,1,ZKSCAN4
ENSG00000187626,ENSMUSG00000021327,Zkscan3,ortholog_many2many,0,ZKSCAN4
ENSG00000105726,ENSMUSG00000031862,Atp13a1,ortholog_one2one,1,ATP13A1
ENSG00000074755,ENSMUSG00000055670,Zzef1,ortholog_one2one,1,ZZEF1
ENSG00000157856,ENSMUSG00000073102,Drc1,ortholog_one2one,1,DRC1
ENSG00000169762,ENSMUSG00000046985,Tapt1,ortholog_one2one,1,TAPT1
ENSG00000147059,ENSMUSG00000095659,Spin2g,ortholog_many2many,0,SPIN2A
ENSG00000147059,ENSMUSG00000096645,Spin2e,ortholog_many2many,0,SPIN2A
ENSG00000147059,ENSMUSG00000095770,Gm21637,ortholog_many2many,0,SPIN2A
ENSG00000147059,ENSMUSG00000079566,Spin2d,ortholog_many2many,0,SPIN2A
ENSG00000147059,ENSMUSG00000095754,Spin2f,ortholog_many2many,0,SPIN2A
ENSG00000147059,ENSMUSG00000094601,Gm5926,ortholog_many2many,0,SPIN2A
ENSG00000147059,ENSMUSG00000094115,Spin2-ps6,ortholog_many2many,0,SPIN2A
ENSG00000078596,ENSMUSG00000031239,Itm2a,ortholog_one2one,1,ITM2A
ENSG00000114302,ENSMUSG00000032601,Prkar2a,ortholog_one2one,1,PRKAR2A
ENSG00000187474,ENSMUSG00000079700,Fpr3,ortholog_one2many,1,FPR3
ENSG00000187474,ENSMUSG00000048062,Fpr-rs4,ortholog_one2many,1,FPR3
ENSG00000187474,ENSMUSG00000060701,Fpr-rs3,ortholog_one2many,0,FPR3
ENSG00000187474,ENSMUSG00000071275,Fpr-rs6,ortholog_one2many,1,FPR3
ENSG00000187474,ENSMUSG00000071276,Fpr-rs7,ortholog_one2many,1,FPR3
ENSG00000187474,ENSMUSG00000052270,Fpr2,ortholog_one2many,1,FPR3
ENSG00000186088,ENSMUSG00000039934,Gsap,ortholog_one2one,1,GSAP
ENSG00000204612,ENSMUSG00000056829,Foxb2,ortholog_one2one,1,FOXB2
ENSG00000171051,ENSMUSG00000045551,Fpr1,ortholog_one2one,1,FPR1
ENSG00000186795,ENSMUSG00000040901,Kcnk18,ortholog_one2one,1,KCNK18
ENSG00000137200,ENSMUSG00000024019,Cmtr1,ortholog_one2one,1,CMTR1
ENSG00000204624,ENSMUSG00000041544,Disp3,ortholog_one2one,1,DISP3
ENSG00000198542,ENSMUSG00000032925,Itgbl1,ortholog_one2one,1,ITGBL1
ENSG00000055955,ENSMUSG00000021922,Itih4,ortholog_one2one,1,ITIH4
ENSG00000285025,ENSMUSG00000115798,AC140267.1,ortholog_one2one,1,AL022312.1
ENSG00000138606,ENSMUSG00000033256,Shf,ortholog_one2one,1,SHF
ENSG00000196565,ENSMUSG00000052217,Hbb-bh1,ortholog_one2many,1,HBG2
ENSG00000151376,ENSMUSG00000030621,Me3,ortholog_one2one,1,ME3
ENSG00000146285,ENSMUSG00000044770,Scml4,ortholog_one2one,1,SCML4
ENSG00000128271,ENSMUSG00000020178,Adora2a,ortholog_one2one,1,ADORA2A
ENSG00000121274,ENSMUSG00000036779,Papd5,ortholog_one2one,1,TENT4B
ENSG00000117152,ENSMUSG00000038530,Rgs4,ortholog_one2one,1,RGS4
ENSG00000118160,ENSMUSG00000030376,Slc8a2,ortholog_one2one,1,SLC8A2
ENSG00000162687,ENSMUSG00000052726,Kcnt2,ortholog_one2one,1,KCNT2
ENSG00000132541,ENSMUSG00000022323,Rida,ortholog_one2one,1,RIDA
ENSG00000188283,ENSMUSG00000099689,Zfp383,ortholog_one2one,1,ZNF383
ENSG00000104219,ENSMUSG00000039470,Zdhhc2,ortholog_one2one,1,ZDHHC2
ENSG00000137409,ENSMUSG00000024012,Mtch1,ortholog_one2one,1,MTCH1
ENSG00000164867,ENSMUSG00000028978,Nos3,ortholog_one2one,1,NOS3
ENSG00000136108,ENSMUSG00000037725,Ckap2,ortholog_one2one,1,CKAP2
ENSG00000108771,ENSMUSG00000017830,Dhx58,ortholog_one2one,1,DHX58
ENSG00000120160,ENSMUSG00000028575,Eqtn,ortholog_one2one,0,EQTN
ENSG00000102970,ENSMUSG00000031780,Ccl17,ortholog_one2one,1,CCL17
ENSG00000136197,ENSMUSG00000039182,AW209491,ortholog_one2one,1,C7orf25
ENSG00000106591,ENSMUSG00000015672,Mrpl32,ortholog_one2one,1,MRPL32
ENSG00000065833,ENSMUSG00000032418,Me1,ortholog_one2one,1,ME1
ENSG00000182511,ENSMUSG00000053158,Fes,ortholog_one2one,1,FES
ENSG00000274576,ENSMUSG00000076733,Ighv8-13,ortholog_many2many,0,IGHV2-70
ENSG00000274576,ENSMUSG00000102301,Ighv8-2,ortholog_many2many,0,IGHV2-70
ENSG00000274576,ENSMUSG00000104452,Ighv8-8,ortholog_many2many,0,IGHV2-70
ENSG00000274576,ENSMUSG00000095117,Ighv8-9,ortholog_many2many,0,IGHV2-70
ENSG00000274576,ENSMUSG00000095170,Ighv8-11,ortholog_many2many,0,IGHV2-70
ENSG00000274576,ENSMUSG00000102364,Ighv8-5,ortholog_many2many,0,IGHV2-70
ENSG00000274576,ENSMUSG00000094505,Ighv8-6,ortholog_many2many,0,IGHV2-70
ENSG00000274576,ENSMUSG00000096355,Ighv8-4,ortholog_many2many,0,IGHV2-70
ENSG00000274576,ENSMUSG00000076731,Ighv8-12,ortholog_many2many,1,IGHV2-70
ENSG00000107864,ENSMUSG00000039652,Cpeb3,ortholog_one2one,1,CPEB3
ENSG00000147166,ENSMUSG00000031312,Itgb1bp2,ortholog_one2one,1,ITGB1BP2
ENSG00000184007,ENSMUSG00000028788,Ptp4a2,ortholog_one2one,1,PTP4A2
ENSG00000177511,ENSMUSG00000056812,St8sia3,ortholog_one2one,1,ST8SIA3
ENSG00000106635,ENSMUSG00000029681,Bcl7b,ortholog_one2one,1,BCL7B
ENSG00000158122,ENSMUSG00000021482,Aaed1,ortholog_one2one,1,AAED1
ENSG00000143919,ENSMUSG00000071037,Camkmt,ortholog_one2one,1,CAMKMT
ENSG00000090520,ENSMUSG00000004460,Dnajb11,ortholog_one2many,1,DNAJB11
ENSG00000154654,ENSMUSG00000022762,Ncam2,ortholog_one2one,1,NCAM2
ENSG00000139613,ENSMUSG00000025369,Smarcc2,ortholog_one2one,1,SMARCC2
ENSG00000110697,ENSMUSG00000024851,Pitpnm1,ortholog_one2one,1,PITPNM1
ENSG00000119138,ENSMUSG00000033863,Klf9,ortholog_one2one,1,KLF9
ENSG00000249459,ENSMUSG00000047342,Zfp286,ortholog_one2many,1,ZNF286B
ENSG00000115641,ENSMUSG00000008136,Fhl2,ortholog_one2one,1,FHL2
ENSG00000187918,ENSMUSG00000073932,Olfr641,ortholog_one2one,1,OR51I2
ENSG00000183251,ENSMUSG00000058200,Olfr66,ortholog_one2one,1,OR51B4
ENSG00000123352,ENSMUSG00000051934,Spats2,ortholog_one2one,1,SPATS2
ENSG00000110955,ENSMUSG00000025393,Atp5b,ortholog_one2one,1,ATP5F1B
ENSG00000181634,ENSMUSG00000050395,Tnfsf15,ortholog_one2one,1,TNFSF15
ENSG00000104221,ENSMUSG00000031487,Brf2,ortholog_one2one,1,BRF2
ENSG00000198887,ENSMUSG00000024943,Smc5,ortholog_one2one,1,SMC5
ENSG00000173418,ENSMUSG00000002728,Naa20,ortholog_one2one,1,NAA20
ENSG00000134531,ENSMUSG00000030208,Emp1,ortholog_one2one,1,EMP1
ENSG00000068650,ENSMUSG00000031441,Atp11a,ortholog_one2one,1,ATP11A
ENSG00000204152,ENSMUSG00000013701,Timm23,ortholog_many2many,1,TIMM23B
ENSG00000204152,ENSMUSG00000069622,Gm10273,ortholog_many2many,0,TIMM23B
ENSG00000198369,ENSMUSG00000045671,Spred2,ortholog_one2one,1,SPRED2
ENSG00000235098,ENSMUSG00000078487,Ankrd65,ortholog_one2one,1,ANKRD65
ENSG00000146205,ENSMUSG00000034107,Ano7,ortholog_one2one,1,ANO7
ENSG00000123643,ENSMUSG00000020261,Slc36a1,ortholog_one2one,1,SLC36A1
ENSG00000127663,ENSMUSG00000024201,Kdm4b,ortholog_one2one,1,KDM4B
ENSG00000143257,ENSMUSG00000005677,Nr1i3,ortholog_one2one,1,NR1I3
ENSG00000138621,ENSMUSG00000063849,Ppcdc,ortholog_one2one,1,PPCDC
ENSG00000158859,ENSMUSG00000006403,Adamts4,ortholog_one2one,1,ADAMTS4
ENSG00000196141,ENSMUSG00000038305,Spats2l,ortholog_one2one,1,SPATS2L
ENSG00000258713,ENSMUSG00000027409,1700020A23Rik,ortholog_one2one,0,C20orf141
ENSG00000112852,ENSMUSG00000051599,Pcdhb2,ortholog_one2one,1,PCDHB2
ENSG00000175220,ENSMUSG00000027247,Arhgap1,ortholog_one2one,1,ARHGAP1
ENSG00000143971,ENSMUSG00000016984,Etaa1,ortholog_one2one,1,ETAA1
ENSG00000169710,ENSMUSG00000025153,Fasn,ortholog_one2one,1,FASN
ENSG00000143256,ENSMUSG00000006412,Pfdn2,ortholog_one2one,1,PFDN2
ENSG00000170445,ENSMUSG00000001380,Hars,ortholog_one2one,1,HARS
ENSG00000172262,ENSMUSG00000094870,Zfp131,ortholog_one2one,1,ZNF131
ENSG00000138821,ENSMUSG00000053897,Slc39a8,ortholog_one2one,1,SLC39A8
ENSG00000088247,ENSMUSG00000007670,Khsrp,ortholog_one2one,1,KHSRP
ENSG00000170324,ENSMUSG00000108841,Frmpd2,ortholog_one2one,1,FRMPD2
ENSG00000204657,ENSMUSG00000095377,Olfr91,ortholog_many2many,0,OR2H2
ENSG00000204657,ENSMUSG00000096477,Olfr92,ortholog_many2many,0,OR2H2
ENSG00000204657,ENSMUSG00000056600,Olfr90,ortholog_many2many,0,OR2H2
ENSG00000204657,ENSMUSG00000090556,Olfr753-ps1,ortholog_many2many,0,OR2H2
ENSG00000204657,ENSMUSG00000091601,Olfr93,ortholog_many2many,0,OR2H2
ENSG00000159784,ENSMUSG00000029861,Fam131b,ortholog_one2one,1,FAM131B
ENSG00000186517,ENSMUSG00000048865,Arhgap30,ortholog_one2one,1,ARHGAP30
ENSG00000100934,ENSMUSG00000020986,Sec23a,ortholog_one2one,1,SEC23A
ENSG00000158773,ENSMUSG00000026641,Usf1,ortholog_one2one,1,USF1
ENSG00000129673,ENSMUSG00000020804,Aanat,ortholog_one2one,1,AANAT
ENSG00000013392,ENSMUSG00000032417,Rwdd2a,ortholog_one2one,1,RWDD2A
ENSG00000215845,ENSMUSG00000103711,Tstd1,ortholog_one2one,1,TSTD1
ENSG00000203705,ENSMUSG00000026632,Tatdn3,ortholog_one2one,1,TATDN3
ENSG00000058085,ENSMUSG00000026479,Lamc2,ortholog_one2one,1,LAMC2
ENSG00000172382,ENSMUSG00000050762,Prss27,ortholog_one2one,1,PRSS27
ENSG00000214013,ENSMUSG00000062646,Ganc,ortholog_one2one,1,GANC
ENSG00000176055,ENSMUSG00000051098,Mblac2,ortholog_one2one,1,MBLAC2
ENSG00000167136,ENSMUSG00000015337,Endog,ortholog_one2one,1,ENDOG
ENSG00000185222,ENSMUSG00000042712,Tceal9,ortholog_one2one,1,TCEAL9
ENSG00000103091,ENSMUSG00000031959,Wdr59,ortholog_one2one,1,WDR59
ENSG00000242221,ENSMUSG00000054385,Ceacam2,ortholog_many2many,0,PSG2
ENSG00000242221,ENSMUSG00000054169,Ceacam10,ortholog_many2many,0,PSG2
ENSG00000242221,ENSMUSG00000074272,Ceacam1,ortholog_many2many,0,PSG2
ENSG00000137100,ENSMUSG00000028447,Dctn3,ortholog_one2one,1,DCTN3
ENSG00000137166,ENSMUSG00000023991,Foxp4,ortholog_one2one,1,FOXP4
ENSG00000112079,ENSMUSG00000024006,Stk38,ortholog_one2one,1,STK38
ENSG00000073792,ENSMUSG00000033581,Igf2bp2,ortholog_one2one,1,IGF2BP2
ENSG00000213015,ENSMUSG00000055633,Zfp580,ortholog_one2one,1,ZNF580
ENSG00000008018,ENSMUSG00000014769,Psmb1,ortholog_one2one,1,PSMB1
ENSG00000274209,ENSMUSG00000047441,Antxrl,ortholog_one2one,0,ANTXRL
ENSG00000214866,ENSMUSG00000020633,Dcdc2c,ortholog_one2one,0,DCDC2C
ENSG00000123584,ENSMUSG00000055746,Magea2,ortholog_many2many,0,MAGEA9
ENSG00000123584,ENSMUSG00000043453,Magea10,ortholog_many2many,0,MAGEA9
ENSG00000123584,ENSMUSG00000079349,Magea5,ortholog_many2many,0,MAGEA9
ENSG00000123584,ENSMUSG00000079350,Magea8,ortholog_many2many,0,MAGEA9
ENSG00000123584,ENSMUSG00000063728,Magea6,ortholog_many2many,0,MAGEA9
ENSG00000123584,ENSMUSG00000031118,1700080O16Rik,ortholog_many2many,0,MAGEA9
ENSG00000123584,ENSMUSG00000033343,Magea4,ortholog_many2many,0,MAGEA9
ENSG00000123584,ENSMUSG00000094196,Magea3,ortholog_many2many,0,MAGEA9
ENSG00000123584,ENSMUSG00000031179,3830417A13Rik,ortholog_many2many,0,MAGEA9
ENSG00000123584,ENSMUSG00000096644,Magea1,ortholog_many2many,0,MAGEA9
ENSG00000170745,ENSMUSG00000043673,Kcns3,ortholog_one2one,1,KCNS3
ENSG00000108651,ENSMUSG00000035575,Utp6,ortholog_one2one,1,UTP6
ENSG00000230124,ENSMUSG00000033701,Acbd6,ortholog_one2one,1,ACBD6
ENSG00000123505,ENSMUSG00000063953,Amd2,ortholog_one2many,0,AMD1
ENSG00000123505,ENSMUSG00000075232,Amd1,ortholog_one2many,1,AMD1
ENSG00000118939,ENSMUSG00000035337,Uchl4,ortholog_one2many,0,UCHL3
ENSG00000118939,ENSMUSG00000022111,Uchl3,ortholog_one2many,1,UCHL3
ENSG00000160188,ENSMUSG00000024033,Rsph1,ortholog_one2one,1,RSPH1
ENSG00000166839,ENSMUSG00000066510,Ankdd1a,ortholog_one2one,1,ANKDD1A
ENSG00000180964,ENSMUSG00000051579,Tceal8,ortholog_one2one,1,TCEAL8
ENSG00000158815,ENSMUSG00000022101,Fgf17,ortholog_one2one,1,FGF17
ENSG00000111602,ENSMUSG00000039994,Timeless,ortholog_one2one,1,TIMELESS
ENSG00000146966,ENSMUSG00000038456,Dennd2a,ortholog_one2one,1,DENND2A
ENSG00000265190,ENSMUSG00000021950,Anxa8,ortholog_one2many,1,ANXA8
ENSG00000185924,ENSMUSG00000045287,Rtn4rl1,ortholog_one2one,1,RTN4RL1
ENSG00000014824,ENSMUSG00000029221,Slc30a9,ortholog_one2one,1,SLC30A9
ENSG00000106123,ENSMUSG00000029869,Ephb6,ortholog_one2one,1,EPHB6
ENSG00000171951,ENSMUSG00000050711,Scg2,ortholog_one2one,1,SCG2
ENSG00000196504,ENSMUSG00000061136,Prpf40a,ortholog_one2one,1,PRPF40A
ENSG00000141527,ENSMUSG00000013483,Card14,ortholog_one2one,1,CARD14
ENSG00000105707,ENSMUSG00000001249,Hpn,ortholog_one2one,1,HPN
ENSG00000146540,ENSMUSG00000053553,3110082I17Rik,ortholog_one2one,1,C7orf50
ENSG00000174788,ENSMUSG00000004630,Pcp2,ortholog_one2one,1,PCP2
ENSG00000140416,ENSMUSG00000032366,Tpm1,ortholog_one2one,1,TPM1
ENSG00000205922,ENSMUSG00000045518,Onecut3,ortholog_one2one,1,ONECUT3
ENSG00000171989,ENSMUSG00000101959,Ldhal6b,ortholog_one2many,1,LDHAL6B
ENSG00000171017,ENSMUSG00000046589,Lrrc8e,ortholog_one2one,1,LRRC8E
ENSG00000177830,ENSMUSG00000025512,Chid1,ortholog_one2one,1,CHID1
ENSG00000165406,ENSMUSG00000025702,March8,ortholog_one2one,0,MARCH8
ENSG00000133619,ENSMUSG00000042810,Krba1,ortholog_one2one,1,KRBA1
ENSG00000187902,ENSMUSG00000053550,Shisa7,ortholog_one2one,1,SHISA7
ENSG00000119314,ENSMUSG00000028382,Ptbp3,ortholog_one2one,1,PTBP3
ENSG00000101152,ENSMUSG00000000826,Dnajc5,ortholog_one2one,1,DNAJC5
ENSG00000166352,ENSMUSG00000027165,B230118H07Rik,ortholog_one2one,1,C11orf74
ENSG00000242852,ENSMUSG00000074472,Zfp872,ortholog_one2many,0,ZNF709
ENSG00000177302,ENSMUSG00000002814,Top3a,ortholog_one2one,1,TOP3A
ENSG00000181958,ENSMUSG00000075090,Olfr1234,ortholog_one2one,1,OR4A15
ENSG00000103528,ENSMUSG00000058420,Syt17,ortholog_one2one,1,SYT17
ENSG00000197872,ENSMUSG00000020589,Fam49a,ortholog_one2one,1,FAM49A
ENSG00000165025,ENSMUSG00000021457,Syk,ortholog_one2one,1,SYK
ENSG00000138303,ENSMUSG00000044475,Ascc1,ortholog_one2one,1,ASCC1
ENSG00000101981,ENSMUSG00000031138,F9,ortholog_one2one,1,F9
ENSG00000141580,ENSMUSG00000025173,Wdr45b,ortholog_one2one,1,WDR45B
ENSG00000171459,ENSMUSG00000078198,Olfr364-ps1,ortholog_many2many,1,OR1L6
ENSG00000171459,ENSMUSG00000059429,Olfr365,ortholog_many2many,1,OR1L6
ENSG00000188419,ENSMUSG00000025531,Chm,ortholog_one2one,1,CHM
ENSG00000165480,ENSMUSG00000021965,Ska3,ortholog_one2one,1,SKA3
ENSG00000137648,ENSMUSG00000032091,Tmprss4,ortholog_one2one,1,TMPRSS4
ENSG00000148120,ENSMUSG00000021458,2010111I01Rik,ortholog_one2one,1,C9orf3
ENSG00000126062,ENSMUSG00000010045,Tmem115,ortholog_one2one,1,TMEM115
ENSG00000118482,ENSMUSG00000048874,Phf3,ortholog_one2one,1,PHF3
ENSG00000138587,ENSMUSG00000032221,Mns1,ortholog_one2one,1,MNS1
ENSG00000130385,ENSMUSG00000023279,Bmp15,ortholog_one2one,1,BMP15
ENSG00000234616,ENSMUSG00000046380,Jrk,ortholog_one2one,1,JRK
ENSG00000186081,ENSMUSG00000061527,Krt5,ortholog_one2one,1,KRT5
ENSG00000185926,ENSMUSG00000049149,Olfr1258,ortholog_one2many,1,OR4C46
ENSG00000135930,ENSMUSG00000026254,Eif4e2,ortholog_one2one,1,EIF4E2
ENSG00000189266,ENSMUSG00000028675,Pnrc2,ortholog_one2one,1,PNRC2
ENSG00000176774,ENSMUSG00000067649,Mageb18,ortholog_one2one,1,MAGEB18
ENSG00000180425,ENSMUSG00000042293,Gm5617,ortholog_one2one,1,C11orf71
ENSG00000092470,ENSMUSG00000027242,Wdr76,ortholog_one2one,1,WDR76
ENSG00000163866,ENSMUSG00000042380,Smim12,ortholog_one2one,1,SMIM12
ENSG00000172594,ENSMUSG00000019872,Smpdl3a,ortholog_one2one,1,SMPDL3A
ENSG00000075856,ENSMUSG00000018974,Sart3,ortholog_one2one,1,SART3
ENSG00000152315,ENSMUSG00000045404,Kcnk13,ortholog_one2one,1,KCNK13
ENSG00000178982,ENSMUSG00000053565,Eif3k,ortholog_one2one,1,EIF3K
ENSG00000169914,ENSMUSG00000041161,Otud3,ortholog_one2one,1,OTUD3
ENSG00000196289,ENSMUSG00000104158,Gm38100,ortholog_one2one,0,BECN2
ENSG00000117899,ENSMUSG00000038503,Mesd,ortholog_one2one,1,MESD
ENSG00000178828,ENSMUSG00000070661,Rnf186,ortholog_one2one,1,RNF186
ENSG00000102805,ENSMUSG00000022125,Cln5,ortholog_one2many,1,CLN5
